"casenum","date","weight_","hhcode","crisisid","crisisde","loss","hcf1","hcf2","exp"
51,"8/09/99",1,2210131,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
77,"8/09/99",1,2210141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
85,"8/09/99",1,2210151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
52,"8/09/99",1,2210231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
78,"8/09/99",1,2210241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
86,"8/09/99",1,2210251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
87,"8/09/99",1,2210252,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
88,"8/09/99",1,2210253,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"8/09/99",1,2210331,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
79,"8/09/99",1,2210341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
89,"8/09/99",1,2210351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
54,"8/09/99",1,2210431,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
80,"8/09/99",1,2210441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
90,"8/09/99",1,2210459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
55,"8/09/99",1,2210531,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
81,"8/09/99",1,2210541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
82,"8/09/99",1,2210542,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
83,"8/09/99",1,2210543,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
56,"8/09/99",1,2210631,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
84,"8/09/99",1,2210641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
57,"8/09/99",1,2210731,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
58,"8/09/99",1,2210831,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
59,"8/09/99",1,2210931,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
60,"8/09/99",1,2211031,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
61,"8/09/99",1,2211131,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
62,"8/09/99",1,2211231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
63,"8/09/99",1,2211331,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
64,"8/09/99",1,2211431,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
65,"8/09/99",1,2211539,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
66,"8/09/99",1,2211639,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
67,"8/09/99",1,2211739,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
68,"8/09/99",1,2211839,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
69,"8/09/99",1,2211939,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
70,"8/09/99",1,2212039,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
71,"8/09/99",1,2212139,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
72,"8/09/99",1,2212239,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
73,"8/09/99",1,2212339,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
74,"8/09/99",1,2212439,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
75,"8/09/99",1,2212539,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
76,"8/09/99",1,2212639,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1,"9/04/99",1,2220131,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
28,"9/04/99",1,2220141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
34,"9/04/99",1,2220151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
35,"9/04/99",1,2220152,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
36,"9/04/99",1,2220153,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
37,"9/04/99",1,2220154,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"9/04/99",1,2220231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"9/04/99",1,2220232,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"9/04/99",1,2220233,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
29,"9/04/99",1,2220241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
38,"9/04/99",1,2220251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
30,"9/04/99",1,2220341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
39,"9/04/99",1,2220351,9,"Loss of money",180000,12,4,180000
5,"9/04/99",1,2220431,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
31,"9/04/99",1,2220441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
32,"9/04/99",1,2220442,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
40,"9/04/99",1,2220459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"9/04/99",1,2220531,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"9/04/99",1,2220532,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"9/04/99",1,2220533,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
9,"9/04/99",1,2220631,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
33,"9/04/99",1,2220641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"9/04/99",1,2220731,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"9/04/99",1,2220831,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"9/04/99",1,2220931,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"9/04/99",1,2221031,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"9/04/99",1,2221131,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
15,"9/04/99",1,2221231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"9/04/99",1,2221331,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"9/04/99",1,2221431,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"9/04/99",1,2221539,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"9/04/99",1,2221639,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"9/04/99",1,2221739,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"9/04/99",1,2221839,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
22,"9/04/99",1,2221939,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
23,"9/04/99",1,2222039,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
24,"9/04/99",1,2222139,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
25,"9/04/99",1,2222239,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
26,"9/04/99",1,2222339,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
27,"9/04/99",1,2222439,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
194,"6/17/99",1,2230131,16,"Expenditure incurred on court/polic",1.79769313486232e+308,5,14,41000
195,"6/22/99",1,2230132,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
223,"6/22/99",1,2230141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
229,"6/22/99",1,2230151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
196,"6/22/99",1,2230231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
197,"6/22/99",1,2230232,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
224,"6/22/99",1,2230241,8,"Huge expenditure due to illness",1.79769313486232e+308,2,1.79769313486232e+308,1500
230,"6/22/99",1,2230251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
198,"6/22/99",1,2230331,8,"Huge expenditure due to illness",5000,18,25,5000
225,"6/22/99",1,2230341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
231,"6/22/99",1,2230351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
199,"6/22/99",1,2230431,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
200,"6/22/99",1,2230432,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
226,"6/22/99",1,2230441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
232,"6/22/99",1,2230459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
201,"6/22/99",1,2230531,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
227,"6/22/99",1,2230541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
202,"6/22/99",1,2230631,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
228,"6/22/99",1,2230641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
203,"6/22/99",1,2230731,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
204,"6/22/99",1,2230831,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
205,"6/22/99",1,2230931,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
206,"6/22/99",1,2231031,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
207,"6/22/99",1,2231131,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
208,"6/22/99",1,2231132,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
209,"6/22/99",1,2231231,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
210,"6/22/99",1,2231331,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
211,"6/22/99",1,2231431,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
212,"6/22/99",1,2231432,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
213,"6/22/99",1,2231433,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
214,"6/22/99",1,2231539,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
215,"6/22/99",1,2231639,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
216,"6/22/99",1,2231739,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
217,"6/22/99",1,2231839,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
218,"6/22/99",1,2231939,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
219,"6/22/99",1,2232039,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
220,"6/22/99",1,2232139,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
221,"6/22/99",1,2232239,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
222,"6/22/99",1,2232339,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
52,"6/14/99",1,2310131,7,"Damage to house/land due to cyclone",5000,2,1.79769313486232e+308,5000
84,"6/21/99",1,2310141,7,"Damage to house/land due to cyclone",8000,23,21,1.79769313486232e+308
91,"6/21/99",1,2310151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"6/14/99",1,2310231,1,"Death of primary income eraner",1.79769313486232e+308,19,1.79769313486232e+308,1.79769313486232e+308
85,"6/21/99",1,2310241,7,"Damage to house/land due to cyclone",11700,2,7,117000
54,"6/15/99",1,2310331,7,"Damage to house/land due to cyclone",2000,18,1.79769313486232e+308,2000
55,"6/15/99",1,2310331,30,"Others",10000,18,1.79769313486232e+308,10000
86,"6/21/99",1,2310341,8,"Huge expenditure due to illness",20000,2,7,20000
87,"6/21/99",1,2310341,14,"Physical/mental harrassment",1.79769313486232e+308,2,7,9000
88,"6/21/99",1,2310341,16,"Expenditure incurred on court/polic",3000,2,1.79769313486232e+308,3000
92,"6/21/99",1,2310351,7,"Damage to house/land due to cyclone",30000,1,1.79769313486232e+308,1.79769313486232e+308
93,"6/21/99",1,2310352,7,"Damage to house/land due to cyclone",8000,2,1.79769313486232e+308,5000
94,"6/21/99",1,2310353,2,"Crop damage",1200,2,1.79769313486232e+308,1200
56,"6/15/99",1,2310431,7,"Damage to house/land due to cyclone",2500,1,1.79769313486232e+308,1.79769313486232e+308
89,"6/21/99",1,2310441,7,"Damage to house/land due to cyclone",5000,21,2,3000
90,"6/21/99",1,2310441,24,"Expenditure for daughter's marriage",8000,4,1.79769313486232e+308,60000
95,"6/21/99",1,2310459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
57,"6/15/99",1,2310531,7,"Damage to house/land due to cyclone",1200,2,1.79769313486232e+308,1200
58,"6/15/99",1,2310631,7,"Damage to house/land due to cyclone",2500,18,1.79769313486232e+308,2500
59,"6/15/99",1,2310731,8,"Huge expenditure due to illness",5000,2,22,5000
60,"6/15/99",1,2310831,8,"Huge expenditure due to illness",8000,7,1.79769313486232e+308,8000
61,"6/15/99",1,2310832,7,"Damage to house/land due to cyclone",1000,1,1.79769313486232e+308,1.79769313486232e+308
62,"6/15/99",1,2310832,8,"Huge expenditure due to illness",1000,18,1.79769313486232e+308,1000
63,"6/15/99",1,2310931,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
64,"6/15/99",1,2311031,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
65,"6/19/99",1,2311032,7,"Damage to house/land due to cyclone",5000,2,1.79769313486232e+308,500
66,"6/19/99",1,2311032,9,"Loss of money",90000,25,1.79769313486232e+308,2000
67,"6/19/99",1,2311032,16,"Expenditure incurred on court/polic",7000,4,1.79769313486232e+308,7000
